customer_id,sessions,orders,revenue,avg_order_value,avg_time_on_site
4152,5,2,8320.56,1664.1119999999999,1111.4
6754,3,2,8315.720000000001,2771.906666666667,684.3333333333334
1433,2,2,8307.94,4153.97,520.0
2821,7,3,8288.779999999999,1184.1114285714284,962.1428571428571
4083,9,5,8232.84,914.76,889.6666666666666
7148,4,2,8230.609999999999,2057.6524999999997,854.25
9869,4,2,8202.76,2050.69,1326.0
6116,5,4,8182.58,1636.516,634.6
5635,4,2,8180.68,2045.17,780.75
4879,4,2,8158.59,2039.6475,1032.5
1317,6,4,8119.4400000000005,1353.24,546.5
7522,3,2,8118.65,2706.2166666666667,424.6666666666667
2751,5,2,8097.55,1619.51,595.0
9059,6,3,8081.46,1346.91,975.8333333333334
2453,3,2,8017.26,2672.42,628.0
9219,4,2,8014.389999999999,2003.5974999999999,1422.0
4238,3,3,7986.4,2662.133333333333,1133.6666666666667
7462,6,3,7983.16,1330.5266666666666,1182.1666666666667
5793,7,3,7953.709999999999,1136.2442857142855,773.0
1550,5,2,7921.13,1584.226,729.4
6135,4,3,7899.21,1974.8025,1224.0
7839,5,3,7898.07,1579.614,757.0
1065,1,1,7889.36,7889.36,1586.0
6086,3,2,7884.4400000000005,2628.146666666667,655.3333333333334
7344,5,3,7873.650000000001,1574.73,924.0
9862,5,2,7869.07,1573.8139999999999,1166.0
5740,5,3,7861.7,1572.34,727.0
4364,4,2,7837.120000000001,1959.2800000000002,943.5
7961,6,4,7820.57,1303.4283333333333,863.8333333333334
1252,3,2,7790.94,2596.98,984.0
1275,4,2,7788.92,1947.23,1021.0
1880,3,1,7776.56,2592.186666666667,845.0
9494,5,1,7745.76,1549.152,822.4
2170,5,2,7742.3,1548.46,632.0
2671,4,3,7731.25,1932.8125,683.0
4631,7,4,7725.790000000001,1103.6842857142858,879.8571428571429
3767,3,3,7697.549999999999,2565.85,1000.6666666666666
6379,4,2,7686.69,1921.6725,965.25
9867,4,2,7683.61,1920.9025,927.25
2026,7,2,7683.26,1097.6085714285714,1055.4285714285713
5581,3,2,7678.41,2559.47,1232.6666666666667
5553,8,2,7667.139999999999,958.3924999999999,824.5
2287,3,2,7664.75,2554.9166666666665,807.0
4787,3,1,7657.8,2552.6,1055.0
5921,2,2,7634.02,3817.01,1671.0
1372,3,2,7627.08,2542.36,1100.6666666666667
9060,2,2,7606.759999999999,3803.3799999999997,496.0
7397,6,2,7561.35,1260.2250000000001,1089.1666666666667
8274,3,2,7555.72,2518.5733333333333,1032.3333333333333
7549,7,3,7543.19,1077.5985714285714,807.4285714285714
9274,3,2,7532.62,2510.8733333333334,703.6666666666666
8046,4,1,7524.36,1881.09,1183.75
2151,4,3,7503.79,1875.9475,974.25
9762,5,2,7499.860000000001,1499.9720000000002,1252.6
9759,5,2,7465.32,1493.0639999999999,937.4
7831,1,1,7463.4,7463.4,695.0
8851,4,2,7454.47,1863.6175,830.5
1040,5,2,7417.69,1483.538,1016.0
3665,2,2,7405.12,3702.56,732.0
6459,6,4,7390.51,1231.7516666666668,1014.3333333333334
2824,7,3,7341.73,1048.8185714285714,870.8571428571429
5760,7,2,7326.25,1046.607142857143,794.5714285714286
2950,4,1,7273.84,1818.46,625.25
2417,4,3,7266.429999999999,1816.6074999999998,1247.25
3831,6,1,7265.12,1210.8533333333332,1175.6666666666667
4199,5,1,7250.68,1450.136,483.8
3207,6,2,7242.75,1207.125,798.0
6341,4,3,7200.61,1800.1525,794.5
9881,6,2,7184.4400000000005,1197.4066666666668,832.3333333333334
7867,8,3,7183.530000000001,897.9412500000001,795.75
6545,5,3,7164.860000000001,1432.9720000000002,1073.2
8421,4,2,7162.7,1790.675,1067.5
8326,2,2,7153.35,3576.675,1303.0
2398,4,2,7151.139999999999,1787.7849999999999,707.5
6702,1,1,7142.29,7142.29,1483.0
8000,4,3,7130.549999999999,1782.6374999999998,1654.25
4959,3,2,7128.1900000000005,2376.0633333333335,990.3333333333334
6225,2,1,7110.36,3555.18,972.0
3092,6,2,7062.03,1177.0049999999999,1059.3333333333333
1134,8,3,7061.16,882.645,863.625
9959,6,5,7052.049999999999,1175.3416666666665,552.8333333333334
6283,6,3,7051.29,1175.215,1129.6666666666667
9362,2,2,7034.96,3517.48,334.5
6456,8,3,7025.41,878.17625,1022.0
4360,4,3,7021.110000000001,1755.2775000000001,1004.5
7339,3,1,7016.6,2338.866666666667,593.3333333333334
7714,6,2,7014.92,1169.1533333333334,764.1666666666666
7098,7,2,7012.71,1001.8157142857143,847.7142857142857
2558,7,3,7011.08,1001.5828571428572,770.0
1960,5,2,7002.41,1400.482,615.4
3412,5,2,6989.15,1397.83,726.6
2783,8,4,6986.240000000001,873.2800000000001,899.625
9845,4,2,6979.08,1744.77,1202.0
9064,6,1,6977.64,1162.94,924.0
4444,5,2,6973.95,1394.79,1278.6
4409,4,1,6970.42,1742.605,1289.5
1861,5,2,6969.4400000000005,1393.8880000000001,1418.6
3052,4,3,6955.42,1738.855,718.0
7923,6,3,6941.27,1156.8783333333333,907.6666666666666
4443,4,4,6934.299999999999,1733.5749999999998,989.25
3639,3,2,6934.1900000000005,2311.396666666667,1133.3333333333333
5557,6,4,6930.64,1155.1066666666668,906.5
6303,3,1,6920.28,2306.7599999999998,591.0
6111,4,2,6919.66,1729.915,1035.75
9395,6,3,6916.88,1152.8133333333333,855.5
3726,4,1,6909.44,1727.36,727.5
7263,3,1,6895.33,2298.443333333333,1199.3333333333333
1518,4,3,6890.76,1722.69,1506.25
4297,5,3,6885.57,1377.114,734.0
8772,4,2,6876.8099999999995,1719.2024999999999,787.5
8808,2,1,6869.81,3434.905,753.5
4725,5,2,6865.23,1373.0459999999998,1197.2
6436,4,4,6849.07,1712.2675,1348.5
7874,4,2,6848.200000000001,1712.0500000000002,1186.75
6819,4,2,6840.87,1710.2175,876.25
1977,5,3,6820.77,1364.154,856.8
9103,4,1,6811.12,1702.78,1026.5
3799,5,2,6810.64,1362.1280000000002,651.6
4337,6,2,6784.42,1130.7366666666667,897.5
7284,3,2,6763.8,2254.6,681.0
9777,4,1,6759.63,1689.9075,1108.25
5778,4,2,6754.82,1688.705,775.0
9528,6,3,6753.44,1125.5733333333333,982.1666666666666
5756,6,2,6746.84,1124.4733333333334,665.5
5066,2,1,6746.0,3373.0,1439.0
9509,4,2,6738.14,1684.535,1043.75
5808,5,2,6736.77,1347.354,1248.2
8087,7,1,6735.0,962.1428571428571,1086.142857142857
4529,3,2,6720.13,2240.0433333333335,1192.0
7766,4,1,6717.64,1679.41,732.5
2223,1,1,6708.92,6708.92,1623.0
1710,2,1,6703.32,3351.66,1109.0
3832,3,1,6699.59,2233.1966666666667,1062.3333333333333
4146,5,1,6681.54,1336.308,997.2
9336,4,4,6680.59,1670.1475,956.0
6861,8,3,6677.67,834.70875,876.5
4070,2,1,6676.36,3338.18,1383.5
3621,4,2,6670.0,1667.5,927.75
4334,5,2,6667.530000000001,1333.506,957.4
5827,3,1,6661.28,2220.4266666666667,382.0
7428,3,2,6649.44,2216.48,1079.0
1284,4,1,6649.04,1662.26,1320.0
9726,6,2,6634.26,1105.71,887.5
6639,4,2,6626.67,1656.6675,519.5
3550,3,1,6604.36,2201.4533333333334,966.3333333333334
9507,3,2,6597.48,2199.16,1144.3333333333333
7553,2,2,6591.74,3295.87,1055.0
7517,4,3,6569.68,1642.42,533.25
2780,7,2,6567.049999999999,938.1499999999999,852.1428571428571
3662,3,1,6559.04,2186.346666666667,752.6666666666666
4866,3,2,6544.44,2181.48,1030.6666666666667
4596,2,2,6535.43,3267.715,815.0
8651,8,2,6519.0599999999995,814.8824999999999,587.125
2648,6,3,6517.379999999999,1086.2299999999998,814.8333333333334
2799,3,3,6504.94,2168.313333333333,1274.0
6409,2,2,6503.26,3251.63,988.0
3193,4,2,6477.18,1619.295,999.5
9348,5,3,6469.54,1293.908,971.2
5942,2,2,6460.49,3230.245,1087.5
4986,2,2,6459.74,3229.87,772.5
7850,2,2,6450.37,3225.185,797.0
9278,3,1,6440.7,2146.9,796.3333333333334
6240,3,1,6439.0,2146.3333333333335,1210.3333333333333
4019,6,3,6437.1900000000005,1072.865,1137.5
3935,6,1,6430.12,1071.6866666666667,808.6666666666666
2082,3,2,6424.95,2141.65,544.3333333333334
2770,7,2,6422.71,917.53,1274.857142857143
3870,3,1,6415.09,2138.3633333333332,777.6666666666666
2814,3,2,6410.81,2136.936666666667,1049.0
9419,3,1,6409.44,2136.48,1562.3333333333333
2295,2,1,6400.47,3200.235,366.0
5757,6,2,6397.4,1066.2333333333333,881.6666666666666
3377,3,1,6388.2,2129.4,861.3333333333334
7072,6,3,6381.92,1063.6533333333334,954.5
7542,7,4,6380.799999999999,911.5428571428571,896.0
4818,6,4,6372.86,1062.1433333333332,906.5
3827,5,3,6372.849999999999,1274.57,1057.8
3976,4,2,6368.5599999999995,1592.1399999999999,739.0
9225,6,2,6360.83,1060.1383333333333,885.6666666666666
3543,7,3,6348.01,906.8585714285715,979.4285714285714
8379,8,2,6343.4400000000005,792.9300000000001,876.625
6208,3,1,6342.08,2114.0266666666666,813.6666666666666
4939,3,2,6339.5,2113.1666666666665,948.0
4459,2,2,6336.02,3168.01,701.5
8115,7,1,6333.5,904.7857142857143,773.1428571428571
4728,4,1,6321.76,1580.44,761.25
6088,7,4,6311.89,901.6985714285714,944.1428571428571
4168,6,2,6306.76,1051.1266666666668,543.6666666666666
2446,6,1,6305.0,1050.8333333333333,993.1666666666666
9921,4,2,6298.85,1574.7125,628.25
9552,3,1,6294.28,2098.0933333333332,763.6666666666666
7947,6,2,6286.3099999999995,1047.7183333333332,751.1666666666666
1840,3,2,6283.03,2094.3433333333332,962.3333333333334
8952,6,3,6278.0,1046.3333333333333,947.8333333333334
1058,3,2,6257.73,2085.91,903.3333333333334
6389,6,1,6243.88,1040.6466666666668,925.6666666666666
4265,1,1,6237.02,6237.02,1526.0
7225,3,2,6234.070000000001,2078.0233333333335,679.3333333333334
4635,3,1,6233.48,2077.8266666666664,1181.6666666666667
4575,3,1,6218.53,2072.8433333333332,731.0
7142,4,3,6206.889999999999,1551.7224999999999,902.75
1979,2,1,6200.4,3100.2,1460.0
3403,3,2,6197.36,2065.7866666666664,622.3333333333334
5909,4,2,6184.5,1546.125,704.75
7600,8,3,6181.150000000001,772.6437500000001,826.125
4816,3,1,6170.93,2056.976666666667,867.0
8973,2,1,6154.85,3077.425,803.0
5245,5,2,6146.6,1229.3200000000002,797.2
7494,4,2,6142.879999999999,1535.7199999999998,363.5
4330,3,3,6137.64,2045.88,742.6666666666666
9369,4,2,6135.46,1533.865,1110.25
4590,3,1,6133.61,2044.5366666666666,1093.0
7005,4,2,6127.66,1531.915,1080.75
5710,5,2,6117.19,1223.4379999999999,1291.4
1765,4,3,6114.2,1528.55,1160.75
7003,3,3,6094.67,2031.5566666666666,1241.3333333333333
3741,4,3,6094.389999999999,1523.5974999999999,940.5
6891,2,1,6089.47,3044.735,299.0
7701,4,3,6087.040000000001,1521.7600000000002,791.25
7122,5,2,6075.05,1215.01,905.8
9399,2,1,6064.42,3032.21,866.0
9634,3,1,6060.36,2020.12,1127.3333333333333
1312,3,2,6037.98,2012.6599999999999,665.3333333333334
7603,4,2,6031.84,1507.96,686.75
9931,5,2,6026.58,1205.316,771.6
6898,5,1,6021.52,1204.304,979.6
5148,3,3,6018.0599999999995,2006.0199999999998,1067.6666666666667
1501,1,1,6016.54,6016.54,127.0
2818,4,2,6011.61,1502.9025,795.25
5529,4,1,6006.6,1501.65,977.5
4336,3,1,5997.12,1999.04,1309.0
8032,7,2,5992.95,856.1357142857142,921.5714285714286
9075,2,1,5987.76,2993.88,1256.5
4185,1,1,5984.71,5984.71,1618.0
8848,3,1,5978.31,1992.7700000000002,1417.3333333333333
5858,5,2,5974.68,1194.9360000000001,939.8
1440,4,1,5960.25,1490.0625,1001.0
8260,2,1,5959.84,2979.92,1164.5
6058,3,3,5955.150000000001,1985.0500000000002,850.6666666666666
3240,3,2,5949.87,1983.29,626.6666666666666
6243,5,3,5940.6,1188.1200000000001,1037.2
4608,2,1,5934.75,2967.375,1397.5
6038,3,2,5932.62,1977.54,704.0
4089,7,1,5932.46,847.4942857142858,779.8571428571429
3245,7,2,5923.93,846.2757142857143,1227.857142857143
7658,10,2,5916.89,591.6890000000001,865.2
2435,4,2,5916.63,1479.1575,746.75
9629,6,3,5906.11,984.3516666666666,1155.1666666666667
5376,4,2,5905.45,1476.3625,760.25
9818,3,1,5903.7,1967.8999999999999,897.6666666666666
3342,5,1,5903.34,1180.6680000000001,1157.8
9068,6,3,5875.67,979.2783333333333,1107.3333333333333
6187,3,1,5872.2,1957.3999999999999,547.3333333333334
5039,1,1,5867.1,5867.1,1534.0
5464,2,1,5860.0,2930.0,608.5
5720,4,2,5847.68,1461.92,851.25
5779,1,1,5844.78,5844.78,1394.0
2546,5,1,5820.69,1164.138,374.4
1943,5,2,5817.66,1163.532,635.6
6364,4,1,5811.3,1452.825,1133.0
9785,3,1,5796.39,1932.13,867.6666666666666
2955,3,2,5796.3,1932.1000000000001,454.6666666666667
3211,3,1,5794.96,1931.6533333333334,1211.0
5514,7,2,5784.89,826.4128571428572,880.7142857142857
9983,3,2,5784.139999999999,1928.0466666666664,869.6666666666666
2506,6,1,5779.33,963.2216666666667,736.5
4523,5,1,5779.32,1155.864,1432.2
1487,3,1,5778.76,1926.2533333333333,961.0
2973,5,3,5777.7,1155.54,983.4
9188,5,2,5773.44,1154.6879999999999,874.8
5092,6,2,5768.9,961.4833333333332,791.6666666666666
9978,5,2,5745.68,1149.136,958.0
8898,2,1,5727.51,2863.755,1351.5
7639,6,2,5717.47,952.9116666666667,1089.5
6478,7,3,5704.41,814.9157142857142,674.1428571428571
1951,4,4,5702.030000000001,1425.5075000000002,530.25
6104,5,3,5695.15,1139.03,943.4
9817,2,2,5694.05,2847.025,463.5
8499,5,2,5686.5,1137.3,863.6
8399,3,1,5679.92,1893.3066666666666,838.3333333333334
4625,8,3,5667.76,708.47,1386.0
3980,5,2,5666.77,1133.354,542.0
5534,3,2,5666.76,1888.92,1647.0
8241,5,3,5663.889999999999,1132.7779999999998,570.8
3613,2,2,5662.04,2831.02,913.0
6473,3,1,5650.16,1883.3866666666665,1200.6666666666667
2155,5,3,5645.68,1129.136,964.2
5032,2,2,5641.2699999999995,2820.6349999999998,241.0
9168,3,2,5639.1,1879.7,1307.3333333333333
1196,5,2,5634.82,1126.964,1109.6
4912,7,2,5631.179999999999,804.4542857142857,854.2857142857143
7833,4,1,5630.64,1407.66,906.5
8023,4,2,5623.85,1405.9625,957.5
1159,4,1,5605.16,1401.29,452.0
7018,3,2,5590.009999999999,1863.3366666666664,734.0
9085,2,1,5586.68,2793.34,1283.0
8028,4,2,5580.9,1395.225,683.25
7097,6,1,5580.16,930.0266666666666,804.3333333333334
3383,5,2,5576.62,1115.324,459.0
1523,3,1,5576.1,1858.7,987.0
8603,1,1,5573.31,5573.31,1043.0
2705,3,1,5568.58,1856.1933333333334,991.3333333333334
6895,3,2,5557.8099999999995,1852.6033333333332,781.3333333333334
9707,4,1,5553.0,1388.25,1030.5
5288,6,2,5552.33,925.3883333333333,673.8333333333334
4786,6,3,5536.85,922.8083333333334,1034.3333333333333
6809,2,2,5535.290000000001,2767.6450000000004,869.0
6153,6,1,5532.55,922.0916666666667,886.3333333333334
8682,3,2,5531.929999999999,1843.9766666666665,1344.3333333333333
8345,5,1,5525.43,1105.086,1260.8
3934,4,3,5505.83,1376.4575,625.25
2378,5,2,5497.6,1099.52,942.2
1747,3,3,5489.889999999999,1829.9633333333331,811.6666666666666
4433,5,3,5489.330000000001,1097.8660000000002,1103.0
3559,5,2,5479.88,1095.976,1113.4
5889,4,3,5474.77,1368.6925,1027.0
5961,3,1,5472.29,1824.0966666666666,1109.0
4857,4,1,5463.21,1365.8025,942.75
3551,4,2,5448.4,1362.1,622.75
1851,3,1,5448.2,1816.0666666666666,249.33333333333334
6415,4,2,5423.620000000001,1355.9050000000002,788.25
7652,6,1,5412.63,902.105,975.3333333333334
2312,5,1,5409.68,1081.9360000000001,689.4
9205,4,3,5402.23,1350.5575,642.25
1646,8,2,5386.24,673.28,621.75
9765,2,2,5383.120000000001,2691.5600000000004,1059.5
7346,6,1,5381.88,896.98,737.1666666666666
3291,5,2,5370.21,1074.042,521.2
7249,4,3,5363.76,1340.94,964.75
4950,2,2,5362.47,2681.235,1196.5
5960,3,1,5352.26,1784.0866666666668,368.6666666666667
4965,4,1,5348.71,1337.1775,1208.75
9093,4,1,5346.25,1336.5625,1077.25
9633,4,1,5328.79,1332.1975,1257.5
9569,6,1,5326.77,887.7950000000001,1023.3333333333334
2602,4,1,5324.58,1331.145,1195.75
5770,3,2,5324.23,1774.743333333333,686.3333333333334
6223,6,1,5321.89,886.9816666666667,669.1666666666666
5869,1,1,5321.72,5321.72,1367.0
7787,3,3,5321.52,1773.8400000000001,1160.0
7507,2,1,5312.97,2656.485,1276.5
8708,9,3,5309.18,589.9088888888889,1073.4444444444443
3690,3,1,5307.62,1769.2066666666667,1090.0
1062,3,2,5304.35,1768.1166666666668,1032.0
5060,4,1,5304.18,1326.045,764.75
1498,4,1,5302.37,1325.5925,452.0
6406,3,1,5299.16,1766.3866666666665,1142.6666666666667
9477,3,1,5295.12,1765.04,1280.0
1183,4,1,5294.04,1323.51,1005.25
8377,7,3,5287.29,755.3271428571428,846.1428571428571
5915,2,1,5287.19,2643.595,789.5
4317,4,3,5285.85,1321.4625,682.5
8563,2,2,5281.4,2640.7,1030.5
3486,3,1,5275.04,1758.3466666666666,813.3333333333334
7509,5,1,5269.01,1053.8020000000001,1404.2
9187,5,1,5251.83,1050.366,1180.8
2325,4,1,5234.01,1308.5025,1024.5
9638,5,2,5225.09,1045.018,1032.8
7402,3,1,5223.94,1741.3133333333333,1205.6666666666667
3310,2,2,5221.030000000001,2610.5150000000003,485.0
1763,5,1,5219.03,1043.806,605.4
4310,3,2,5213.93,1737.9766666666667,1199.3333333333333
6276,6,3,5208.5,868.0833333333334,803.8333333333334
1675,5,2,5207.360000000001,1041.4720000000002,641.6
1419,6,2,5203.04,867.1733333333333,830.6666666666666
7391,4,3,5199.73,1299.9325,959.25
7899,2,1,5196.12,2598.06,303.5
7010,5,2,5193.19,1038.638,1119.6
3162,6,2,5189.4400000000005,864.9066666666668,818.1666666666666
4161,3,1,5184.08,1728.0266666666666,451.6666666666667
9723,3,1,5173.84,1724.6133333333335,910.0
2074,7,2,5171.09,738.7271428571429,816.0
6339,3,3,5153.5599999999995,1717.8533333333332,1147.0
8054,4,1,5136.36,1284.09,914.25
4251,4,2,5128.53,1282.1325,1051.25
4984,3,2,5128.49,1709.4966666666667,1032.0
7356,2,1,5128.03,2564.015,1525.0
6202,4,1,5126.22,1281.555,1041.75
3833,2,1,5109.3,2554.65,344.5
8744,4,1,5100.64,1275.16,760.25
4546,9,3,5091.650000000001,565.7388888888889,795.4444444444445
3848,5,2,5083.42,1016.684,764.2
5418,4,1,5081.0,1270.25,604.75
5956,5,1,5080.54,1016.108,1190.4
8136,3,1,5074.32,1691.4399999999998,1251.0
7384,6,1,5062.32,843.7199999999999,1232.3333333333333
9771,1,1,5050.12,5050.12,1645.0
8531,3,3,5049.22,1683.0733333333335,1300.6666666666667
4028,2,2,5048.360000000001,2524.1800000000003,1003.0
5601,4,2,5046.88,1261.72,251.0
8324,3,2,5046.5199999999995,1682.1733333333332,841.6666666666666
8534,5,1,5044.07,1008.814,829.2
3715,7,2,5040.16,720.0228571428571,795.1428571428571
5498,2,1,5022.84,2511.42,468.0
1497,2,1,5020.5,2510.25,1730.0
9860,7,2,5017.68,716.8114285714286,1012.8571428571429
8611,3,1,5016.35,1672.1166666666668,1313.6666666666667
4098,1,1,5001.84,5001.84,1411.0
8981,4,1,5001.12,1250.28,1004.0
5416,5,3,4996.34,999.268,969.2
7618,5,2,4994.63,998.926,647.2
2141,3,1,4993.64,1664.5466666666669,1524.6666666666667
1510,3,1,4993.48,1664.493333333333,1422.0
3534,4,2,4984.02,1246.005,1047.25
2832,1,1,4980.84,4980.84,1715.0
9479,4,1,4980.2,1245.05,997.0
3073,2,1,4979.55,2489.775,1414.0
6107,1,1,4978.23,4978.23,713.0
7060,3,2,4974.6,1658.2,607.3333333333334
9363,4,2,4971.89,1242.9725,966.0
7259,4,2,4965.61,1241.4025,899.75
2517,2,2,4964.02,2482.01,1471.0
7555,4,2,4962.84,1240.71,817.0
3119,3,2,4961.79,1653.93,1131.0
4187,6,2,4956.900000000001,826.1500000000001,490.8333333333333
5278,4,1,4951.04,1237.76,933.25
7544,3,2,4950.79,1650.2633333333333,736.3333333333334
1463,3,1,4949.6,1649.8666666666668,1130.6666666666667
5340,3,1,4948.2,1649.3999999999999,1166.3333333333333
6343,4,2,4942.68,1235.67,920.0
1331,3,1,4930.51,1643.5033333333333,434.0
6767,4,1,4927.84,1231.96,900.75
4846,4,2,4914.88,1228.72,823.0
1096,4,2,4912.93,1228.2325,846.5
6979,3,2,4909.82,1636.6066666666666,1137.0
3847,2,1,4909.18,2454.59,1301.0
1155,5,2,4908.51,981.702,805.8
9992,2,2,4906.209999999999,2453.1049999999996,777.5
9448,4,1,4905.51,1226.3775,916.25
2916,3,2,4901.32,1633.7733333333333,1072.6666666666667
6705,3,3,4900.120000000001,1633.3733333333337,743.3333333333334
3225,5,3,4888.14,977.628,952.0
2889,10,2,4884.33,488.433,727.0
5880,5,2,4883.01,976.6020000000001,967.4
2260,3,2,4882.51,1627.5033333333333,599.3333333333334
5669,6,3,4882.39,813.7316666666667,962.1666666666666
5188,4,1,4880.26,1220.065,877.0
4555,4,1,4871.5,1217.875,684.25
3658,4,3,4867.0,1216.75,450.5
9412,2,2,4866.42,2433.21,803.5
7030,2,1,4865.55,2432.775,924.0
7927,4,3,4852.77,1213.1925,1079.0
8707,3,1,4850.2,1616.7333333333333,812.3333333333334
7189,5,3,4847.74,969.548,634.8
1585,3,1,4847.17,1615.7233333333334,1178.6666666666667
5489,2,1,4844.2,2422.1,1334.0
6782,4,1,4833.27,1208.3175,1071.75
6443,4,2,4832.33,1208.0825,799.0
2402,3,2,4831.389999999999,1610.4633333333331,1154.3333333333333
8338,5,1,4820.48,964.0959999999999,699.8
4059,3,2,4818.08,1606.0266666666666,417.3333333333333
2215,3,2,4814.959999999999,1604.9866666666665,794.0
8341,6,3,4810.91,801.8183333333333,936.3333333333334
4405,5,2,4808.39,961.6780000000001,863.6
8311,3,2,4807.780000000001,1602.5933333333335,621.6666666666666
5838,3,2,4807.65,1602.55,965.3333333333334
9266,2,1,4807.57,2403.785,807.0
4296,3,1,4806.65,1602.2166666666665,1030.3333333333333
7073,6,2,4805.88,800.98,792.6666666666666
5508,3,2,4799.0599999999995,1599.6866666666665,962.0
8928,2,2,4793.14,2396.57,918.5
2421,2,2,4790.17,2395.085,888.0
3966,3,2,4789.88,1596.6266666666668,920.0
1348,4,1,4789.77,1197.4425,1083.0
5798,6,3,4788.68,798.1133333333333,615.8333333333334
6594,6,2,4785.469999999999,797.5783333333333,824.1666666666666
8629,3,2,4782.21,1594.07,1303.6666666666667
1728,2,1,4775.0,2387.5,1721.5
3627,2,1,4768.74,2384.37,1186.5
4522,2,1,4767.7,2383.85,1206.5
3629,2,1,4764.84,2382.42,1033.5
1789,4,1,4764.74,1191.185,705.0
9368,5,3,4764.46,952.892,1118.2
4283,6,2,4764.04,794.0066666666667,588.3333333333334
2631,3,1,4762.62,1587.54,1212.3333333333333
1773,5,4,4761.9400000000005,952.3880000000001,948.0
7878,1,1,4759.17,4759.17,86.0
5725,10,2,4757.410000000001,475.7410000000001,710.8
4692,2,2,4754.51,2377.255,740.0
2451,5,2,4754.38,950.876,699.6
8586,2,2,4753.72,2376.86,1010.0
5425,1,1,4752.42,4752.42,1202.0
5221,6,3,4751.84,791.9733333333334,766.6666666666666
9294,4,1,4750.29,1187.5725,1017.25
1368,4,2,4747.9400000000005,1186.9850000000001,832.0
3263,3,2,4747.86,1582.62,1140.0
6833,4,1,4737.48,1184.37,758.25
7508,4,3,4737.23,1184.3075,525.75
2064,5,1,4722.15,944.43,1189.6
4632,4,1,4713.37,1178.3425,703.75
7134,3,2,4711.66,1570.5533333333333,1539.3333333333333
4413,1,1,4710.4,4710.4,1000.0
5525,5,1,4709.6,941.9200000000001,649.2
3473,6,4,4706.65,784.4416666666666,750.1666666666666
3402,7,4,4704.38,672.0542857142857,1034.7142857142858
5518,7,2,4699.67,671.3814285714286,1118.4285714285713
3386,3,2,4699.51,1566.5033333333333,1070.3333333333333
1854,2,2,4694.13,2347.065,905.0
